keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,6.0978,,,,,,,,4.7978,space,4.5485,0,0,0,1,1,1.3,images/target_plus.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
v,1,4.7336,,,,,,,,3.6336,space,2.9887,0,1,1,5,1,1.1,images/target_square.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
c,1,4.8546,,,,,,,,3.5546,space,1.3732,0,2,2,3,1,1.3,images/target_cross.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
v,1,4.9084,,,,,,,,3.4084,space,1.659,0,3,3,2,1,1.5,images/target_square.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
b,1,1.9408,,,,,,,,0.8408,space,1.0084,0,4,4,7,1,1.1,images/target_plus.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
c,1,2.3443,,,,,,,,1.2443,space,0.7454,0,5,5,0,1,1.1,images/target_cross.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
b,1,2.9692,,,,,,,,1.4692,space,0.5957,0,6,6,4,1,1.5,images/target_plus.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
v,1,2.5928,,,,,,,,1.2928,space,0.8243,0,7,7,8,1,1.3,images/target_square.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
c,1,2.9657,,,,,,,,1.4657,space,4.0828,0,8,8,6,1,1.5,images/target_cross.jpg,Jefferson,001,04-02-2023_22h30.18.397,choiceRTT,2021.2.3,Win32,58.81660981
