participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
q,001,2024-02-02_10h22.07.946,choiceRTT,2023.1.3,MacIntel,122.2493888,,,,,,,,,,,,,,,,,,,,,,
q,001,2024-02-02_10h22.07.946,choiceRTT,2023.1.3,MacIntel,122.2493888,c,1,6.998,,,,,,,,,5.898,space,6.119,,0,0,0,0,1,1.1,images/target_cross.jpg
q,001,2024-02-02_10h22.07.946,choiceRTT,2023.1.3,MacIntel,122.2493888,c,0,1.598,,,,,,,,,0.498,space,2.59,,0,1,1,7,1,1.1,images/target_plus.jpg
