keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,1,4.4304,,,,,,,,2.9304,c,11.9798,0,0,0,6,1,1.5,images/target_cross.jpg,ss,001,2023-05-03_15h11.39.252,choiceRTT,2021.2.3,Win32,60.07810153
v,1,3.0766,,,,,,,,1.5766,v,8.2351,0,1,1,2,1,1.5,images/target_square.jpg,ss,001,2023-05-03_15h11.39.252,choiceRTT,2021.2.3,Win32,60.07810153
b,1,2.1835,,,,,,,,1.0835,space,3.7544,0,2,2,7,1,1.1,images/target_plus.jpg,ss,001,2023-05-03_15h11.39.252,choiceRTT,2021.2.3,Win32,60.07810153
