keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,0,12.0611,,,,,,,,10.9611,,0,0,0,0,1,1.1,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
b,1,2.4487,,,,,,,,1.3487,,0,1,1,7,1,1.1,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
v,1,2.3487,,,,,,,,1.0487,,0,2,2,8,1,1.3,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
b,1,2.563,,,,,,,,1.063,,0,3,3,4,1,1.5,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
b,1,1.932,,,,,,,,0.632,,0,4,4,1,1,1.3,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
v,1,2.513,,,,,,,,1.013,,0,5,5,2,1,1.5,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
c,1,1.9167,,,,,,,,0.6167,,0,6,6,3,1,1.3,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
c,1,2.2036,,,,,,,,0.7036,,0,7,7,6,1,1.5,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
v,1,1.8645,,,,,,,,0.7645,,0,8,8,5,1,1.1,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,,,,,
c,1,5.5508,,,,,,,,4.2508,,,,,,,1.3,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,0.071296353,-0.276851908,1,0,0,0,0,0,3,1
v,1,2.459,,,,,,,,0.959,,,,,,,1.5,images/target_square.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,1,1,2,1
c,1,2.3171,,,,,,,,0.8171,,,,,,,1.5,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,2,2,6,1
b,1,2.205,,,,,,,,1.105,,,,,,,1.1,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,3,3,7,1
c,0,1.9505,,,,,,,,0.4505,,,,,,,1.5,images/target_plus.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,4,4,4,1
c,1,1.9045,,,,,,,,0.8045,,,,,,,1.1,images/target_cross.jpg,000,001,2023-05-03_21h14.53.513,choiceRTT,2021.2.3,Win32,60.09254252,,,,,,,0,5,5,0,1
