participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,2.6946,,,,,,,,,1.5946,space,9.6209,,0,0,0,5,1,1.1,images/target_square.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,3.2187,,,,,,,,,2.1187,space,5.1492,,0,1,1,7,1,1.1,images/target_plus.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,v,1,3.5422,,,,,,,,,2.0422,space,7.8299,,0,2,2,2,1,1.5,images/target_square.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,c,1,4.1802,,,,,,,,,2.8802,space,1.0723,,0,3,3,3,1,1.3,images/target_cross.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,3.1823,,,,,,,,,1.8823,space,1.6225,,0,4,4,1,1,1.3,images/target_plus.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,c,1,2.939,,,,,,,,,1.839,space,0.9592,,0,5,5,0,1,1.1,images/target_cross.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,c,0,2.8618,,,,,,,,,1.3618,space,1.3203,,0,6,6,4,1,1.5,images/target_plus.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,v,1,3.1801,,,,,,,,,1.8801,space,1.4597,,0,7,7,8,1,1.3,images/target_square.jpg
,001,2023-11-25_21h07.11.295,choiceRTT,2023.1.3,MacIntel,60.0024001,c,1,2.5694,,,,,,,,,1.0694,space,0.9971,,0,8,8,6,1,1.5,images/target_cross.jpg
