keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
b,1,2.5222,,,,,,,,1.4222,space,2.1002,0,0,0,7,1,1.1,images/target_plus.jpg,annika,001,2022-09-21_11h16.20.555,choiceRTT,2021.2.3,Win32,60.13590715
c,1,3.0673,,,,,,,,1.7673,space,0.6666,0,1,1,3,1,1.3,images/target_cross.jpg,annika,001,2022-09-21_11h16.20.555,choiceRTT,2021.2.3,Win32,60.13590715
