keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,0,3.0704,,,,,,,,1.9704,,0,0,0,0,1,1.1,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
v,1,3.0353,,,,,,,,1.5353,,0,1,1,2,1,1.5,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
c,0,3.345,,,,,,,,1.845,,0,2,2,4,1,1.5,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
b,1,2.4619,,,,,,,,1.3619,,0,3,3,7,1,1.1,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
b,1,2.8307,,,,,,,,1.5307,,0,4,4,1,1,1.3,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
c,1,4.3273,,,,,,,,3.0273,,0,5,5,3,1,1.3,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
c,1,3.3676,,,,,,,,1.8676,,0,6,6,6,1,1.5,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
v,1,2.246,,,,,,,,1.146,,0,7,7,5,1,1.1,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
v,1,2.2968,,,,,,,,0.9968,,0,8,8,8,1,1.3,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,,,,,
c,1,3.3532,,,,,,,,2.2532,,,,,,,1.1,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,-0.012222222,-0.252222222,1,0,0,0,0,0,0,1
c,1,3.2913,,,,,,,,1.7913,,,,,,,1.5,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,1,1,6,1
b,1,2.4509,,,,,,,,0.9509,,,,,,,1.5,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,2,2,4,1
c,0,2.0779,,,,,,,,0.7779,,,,,,,1.3,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,3,3,1,1
v,1,2.1767,,,,,,,,0.8767,,,,,,,1.3,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,4,4,8,1
b,1,2.0664,,,,,,,,0.9664,,,,,,,1.1,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,5,5,7,1
c,1,1.9842,,,,,,,,0.6842,,,,,,,1.3,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,6,6,3,1
v,1,2.3086,,,,,,,,0.8086,,,,,,,1.5,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,7,7,2,1
v,1,1.7904,,,,,,,,0.6904,,,,,,,1.1,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,0,8,8,5,1
v,1,1.9823,,,,,,,,0.6823,,,,,,,1.3,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,0,9,8,1
b,1,2.7783,,,,,,,,1.4783,,,,,,,1.3,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,1,10,1,1
v,1,1.8319,,,,,,,,0.7319,,,,,,,1.1,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,2,11,5,1
c,1,2.4831,,,,,,,,1.1831,,,,,,,1.3,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,3,12,3,1
c,1,2.5206,,,,,,,,1.0206,,,,,,,1.5,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,4,13,6,1
v,1,2.3491,,,,,,,,0.8491,,,,,,,1.5,images/target_square.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,5,14,2,1
b,1,1.8426,,,,,,,,0.7426,,,,,,,1.1,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,6,15,7,1
b,1,2.2378,,,,,,,,0.7378,,,,,,,1.5,images/target_plus.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,7,16,4,1
c,1,2.0377,,,,,,,,0.9377,,,,,,,1.1,images/target_cross.jpg,1,001,2022-12-05_09h08.09.008,choiceRTT,2021.2.3,Win32,60.15037594,,,,,,,1,8,17,0,1
