keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
v,1,3.0366,,,,,,,,1.5366,space,3.3669,0,0,0,2,1,1.5,images/target_square.jpg,hanna,001,2023-02-04_17h22.41.927,choiceRTT,2021.2.3,Win32,59.94485074
c,0,2.0908,,,,,,,,0.9908,space,1.0252,0,1,1,7,1,1.1,images/target_plus.jpg,hanna,001,2023-02-04_17h22.41.927,choiceRTT,2021.2.3,Win32,59.94485074
c,1,2.276,,,,,,,,1.176,space,1.8793,0,2,2,0,1,1.1,images/target_cross.jpg,hanna,001,2023-02-04_17h22.41.927,choiceRTT,2021.2.3,Win32,59.94485074
