keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
b,0,4.959,0.141666667,-0.076851866,1,0,0,1.547,,3.659,space,2.41,0,0,0,8,1,1.3,images/target_square.jpg,F,001,2023-06-20_15h46.37.370,choiceRTT,2021.2.3,Win32,58.82352941
