keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.214444444,-0.237777778,1,0,0,29.434,cross_button,0,28.334,,0,0,0,7,1,1.1,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,,,,,
,0,-0.24,-0.25,1,0,0,2.798,cross_button,1,1.698,space,0,1,1,0,1,1.1,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,14.419,,,,,,,,,,,
,0,-0.246666667,-0.237777778,1,0,0,23.164,cross_button,1,21.864,space,0,2,2,3,1,1.3,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,2.732,,,,,,,,,,,
,0,0.234444444,-0.264444444,1,0,0,4.616,plus_button,1,3.116,space,0,3,3,4,1,1.5,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,2.525,,,,,,,,,,,
,0,-0.074444444,-0.284444444,1,0,0,3.282,square_button,1,1.782,space,0,4,4,2,1,1.5,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,1.246,,,,,,,,,,,
,0,0.237777778,-0.268888889,1,0,0,9.716,plus_button,0,8.216,space,0,5,5,6,1,1.5,images/target_cross.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,1.063,,,,,,,,,,,
,0,0.015555556,-0.231111111,1,0,0,4.449,square_button,1,3.149,space,0,6,6,8,1,1.3,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,5.157,,,,,,,,,,,
,0,-0.198888889,-0.244444444,1,0,0,3.5,cross_button,0,2.2,space,0,7,7,1,1,1.3,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,7.417,,,,,,,,,,,
,0,-0.015555556,-0.256666667,1,0,0,4.049,square_button,1,2.949,space,0,8,8,5,1,1.1,images/target_square.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,3.276,,,,,,,,,,,
,0,0.277777778,-0.276666667,1,0,0,3.129,plus_button,1,1.629,,,,,,,1.5,images/target_plus.jpg,,001,2023-01-11_14h06.19.002,choiceRTT,2021.2.3,MacIntel,62.5,,,-0.015555556,-0.278888889,1,0,0,0,0,0,4,1
