keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
v,0,3.2895,,,,,,,,1.7895,space,3.2873,0,0,0,4,1,1.5,images/target_plus.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
c,0,3.372,,,,,,,,2.072,space,2.1378,0,1,1,8,1,1.3,images/target_square.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
c,1,3.7722,,,,,,,,2.4722,space,2.5649,0,2,2,3,1,1.3,images/target_cross.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
v,0,3.533,,,,,,,,2.233,space,2.6984,0,3,3,1,1,1.3,images/target_plus.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
c,1,3.526,,,,,,,,2.426,space,2.7617,0,4,4,0,1,1.1,images/target_cross.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
c,1,2.7262,,,,,,,,1.2262,space,3.7925,0,5,5,6,1,1.5,images/target_cross.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
v,1,3.6604,,,,,,,,2.1604,space,2.3635,0,6,6,2,1,1.5,images/target_square.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
b,1,3.6555,,,,,,,,2.5555,space,0.5341,0,7,7,7,1,1.1,images/target_plus.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
v,1,2.8388,,,,,,,,1.7388,space,0.383,0,8,8,5,1,1.1,images/target_square.jpg,Meche,001,2022-11-12_16h37.04.398,choiceRTT,2021.2.3,Win32,60.06727535
