my.response.keys, my.response.corr, my.response.rt, my.mouseResp.x, my.mouseResp.y, my.mouseResp.leftButton, my.mouseResp.midButton, my.mouseResp.rightButton, my.mouseResp.RT, my.mouseResp.clicked_name, my.practiceTrials.thisRepN, my.practiceTrials.thisTrialN, my.practiceTrials.thisN, my.practiceTrials.thisIndex, my.practiceTrials.ran, my.practiceTrials.order, isi, xPos, corrAns, participant, session, date, expName, frameRate
, 0, , -0.30439814814814814, -0.047453703703703706, 1, 0, 0, 2.9510000000000005, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
, 0, , 0.09027777777777778, 0.020833333333333332, 1, 0, 0, 0.9309999999999974, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
, 0, , 0.3738425925925926, -0.03125, 1, 0, 0, 0.7820000000000036, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
, 0, , -0.39467592592592593, 0.028935185185185185, 1, 0, 0, 0.6670000000000016, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
, 0, , -0.1840277777777778, 0.05439814814814815, 1, 0, 0, 0.6499999999999986, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
, 0, , -0.13194444444444445, -0.016203703703703703, 1, 0, 0, 0.8810000000000002, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
, 0, , 0.34953703703703703, -0.032407407407407406, 1, 0, 0, 0.7169999999999987, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
, 0, , 0.1087962962962963, -0.03819444444444445, 1, 0, 0, 0.6149999999999949, my.targImage, 1, 0, 8, 2, 1, 7, 1, 0.125, b, asdsfsdfsds, 001, Thu Aug 09 2018 17:24:32 GMT-0400 (Eastern Daylight Time), choiceRTT, 60
