keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,moveOnKeys.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.020100228,-0.245398941,1,0,0,3.9536,square_button,0,2.4536,,0,0,0,4,1,1.5,images/target_plus.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
,0,0.361426602,-0.044363839,1,0,0,2.9381,square_button,0,1.6381,,0,1,1,1,1,1.3,images/target_plus.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
,0,0.006975446,-0.257259935,1,0,0,3.8339,square_button,1,2.7339,,0,2,2,5,1,1.1,images/target_square.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
,0,0.302438944,-0.238757222,1,0,0,2.7051,plus_button,1,1.6051,,0,3,3,7,1,1.1,images/target_plus.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
,0,-0.212124694,-0.257445947,1,0,0,3.9399,cross_button,1,2.6399,,0,4,4,3,1,1.3,images/target_cross.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
,0,0.001077775,-0.26095829,1,0,0,2.9065,square_button,1,1.4065,space,0,5,5,2,1,1.5,images/target_square.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,2.1015,,,,,,,,,,,
,0,-0.223318234,-0.243790485,1,0,0,2.2876,cross_button,1,1.1876,space,0,6,6,0,1,1.1,images/target_cross.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,1.3375,,,,,,,,,,,
,0,0.055956758,-0.292651436,1,0,0,2.5544,square_button,1,1.2544,space,0,7,7,8,1,1.3,images/target_square.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,0.4938,,,,,,,,,,,
,0,-0.212726497,-0.250957414,1,0,0,2.587,cross_button,1,1.087,space,0,8,8,6,1,1.5,images/target_cross.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,0.5953,,,,,,,,,,,
,0,0.243987439,-0.269334296,1,0,0,2.7298,plus_button,0,1.4298,,,,,,,1.3,images/target_square.jpg,1,001,2022-08-20_01h34.24.240,choiceRTT,2021.2.3,MacIntel,60.0024001,,,-0.023574273,-0.253862482,1,0,0,0,0,0,8,1
