keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
b,1,4.5511,,,,,,,,3.0511,b,8.689,0,0,0,4,1,1.5,images/target_plus.jpg,gong,001,03-06-2023_10h13.00.940,choiceRTT,2021.2.3,Win32,60.55101423
b,1,8.4149,,,,,,,,7.1149,b,7.6945,0,1,1,1,1,1.3,images/target_plus.jpg,gong,001,03-06-2023_10h13.00.940,choiceRTT,2021.2.3,Win32,60.55101423
