keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,1,6.9021,,,,,,,,5.4021,space,2.7495,0,0,0,6,1,1.5,images/target_cross.jpg,ping,001,2022-10-19_11h45.15.280,choiceRTT,2021.2.3,Win32,59.89817311
v,1,2.73,,,,,,,,1.63,space,1.9847,0,1,1,5,1,1.1,images/target_square.jpg,ping,001,2022-10-19_11h45.15.280,choiceRTT,2021.2.3,Win32,59.89817311
