keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate
c,0,19.3193,-0.11993517,0.007293355,1,0,0,18.6863,,18.0193,v,1.0627,0,0,0,8,1,1.3,images/target_square.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
v,0,0.3691,,,,,,,,-1.1309,v,0.3874,0,1,1,4,1,1.5,images/target_plus.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
v,0,0.5852,,,,,,,,-0.5148,v,0.4615,0,2,2,0,1,1.1,images/target_cross.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
v,0,0.3962,,,,,,,,-0.7038,v,0.6332,0,3,3,7,1,1.1,images/target_plus.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
v,0,0.3079,,,,,,,,-0.9921,v,4.1908,0,4,4,1,1,1.3,images/target_plus.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
v,1,0.2251,,,,,,,,-1.2749,b,0.4003,0,5,5,2,1,1.5,images/target_square.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
b,0,0.3693,,,,,,,,-0.7307,v,0.2214,0,6,6,5,1,1.1,images/target_square.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
v,0,0.2451,,,,,,,,-1.2549,v,0.1857,0,7,7,6,1,1.5,images/target_cross.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
b,0,0.1634,,,,,,,,-1.1366,b,0.1402,0,8,8,3,1,1.3,images/target_cross.jpg,Andrea,001,2023-04-12_20h22.17.382,choiceRTT,2021.2.3,Win32,59.62673663
